Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Pred_Price
Toyota,RAV4,2023,1.0,Electric,Automatic,131850,3,4,12863,12429.8
Mercedes,C-Class,2002,1.8,Electric,Semi-Automatic,236758,5,5,3764,3367.8
Ford,Explorer,2014,2.5,Diesel,Automatic,172033,4,2,8859,9012.5
Hyundai,Elantra,2014,3.1,Electric,Automatic,115640,4,1,12587,12125.5
Mercedes,C-Class,2013,3.8,Diesel,Semi-Automatic,286873,5,1,6062,6223.1
Toyota,Corolla,2016,3.8,Electric,Semi-Automatic,276633,5,5,9167,8720.9
Kia,Rio,2016,1.7,Hybrid,Manual,104572,4,1,9508,10115.3
Ford,Explorer,2007,1.8,Hybrid,Semi-Automatic,294977,4,2,3100,2993.7
Hyundai,Elantra,2019,1.2,Petrol,Automatic,241090,2,4,7678,7141.9
Kia,Rio,2018,4.4,Diesel,Manual,36711,2,4,13165,14039.1
Volkswagen,Golf,2010,2.9,Electric,Manual,249910,5,3,7001,7340.4
Hyundai,Tucson,2015,3.1,Petrol,Manual,257380,3,2,6552,6758.2
Honda,Accord,2000,1.4,Diesel,Automatic,69339,5,4,5613,5793.1
Hyundai,Tucson,2007,1.7,Diesel,Automatic,266758,4,2,4064,4247.8
Audi,A3,2008,3.9,Hybrid,Automatic,217728,3,5,8545,8409.4
BMW,3 Series,2019,4.0,Electric,Semi-Automatic,110440,4,1,13591,13113.7
Volkswagen,Tiguan,2023,1.5,Diesel,Automatic,253722,2,2,8925,9061.7
Volkswagen,Golf,2006,4.6,Diesel,Automatic,84861,5,4,10302,10457.3
Kia,Optima,2002,2.7,Diesel,Automatic,293857,5,5,3022,3206.3
Honda,CR-V,2019,1.1,Petrol,Automatic,159120,4,1,9217,8673.6
Hyundai,Elantra,2012,4.7,Diesel,Semi-Automatic,1565,2,2,12368,12480.2
Audi,A3,2012,3.3,Electric,Semi-Automatic,156438,4,4,9871,9432.2
BMW,3 Series,2020,3.1,Hybrid,Automatic,156278,2,5,12574,12409.9
Volkswagen,Golf,2022,2.3,Electric,Automatic,137767,3,5,13744,13303.6
Ford,Fiesta,2015,3.3,Electric,Semi-Automatic,160346,2,5,10693,10233.8
Chevrolet,Equinox,2021,1.5,Petrol,Automatic,52952,2,3,12340,11758.0
BMW,5 Series,2023,2.9,Petrol,Manual,46588,2,5,12968,13152.8
BMW,5 Series,2022,4.2,Diesel,Automatic,51622,5,2,15367,15490.6
Chevrolet,Impala,2017,3.9,Electric,Semi-Automatic,106704,5,4,12965,12500.3
Mercedes,E-Class,2011,1.1,Hybrid,Semi-Automatic,78434,2,2,7931,7784.1
Ford,Fiesta,2006,3.9,Hybrid,Semi-Automatic,239992,3,2,6000,5851.9
Audi,A3,2017,2.6,Diesel,Manual,122433,3,3,9351,10244.9
Kia,Sportage,2005,2.0,Diesel,Manual,2587,4,5,7548,8456.6
Honda,CR-V,2005,4.4,Electric,Manual,38437,4,3,11231,11526.4
Chevrolet,Impala,2014,4.1,Petrol,Semi-Automatic,102784,5,3,10344,9773.0
Volkswagen,Passat,2006,2.9,Diesel,Automatic,195789,3,4,6384,6549.0
Kia,Sportage,2016,4.2,Diesel,Manual,99794,3,5,11104,11987.5
Kia,Rio,2013,1.5,Diesel,Semi-Automatic,143174,2,4,6636,6809.7
Chevrolet,Malibu,2014,4.1,Diesel,Automatic,30639,2,2,13287,13406.8
Hyundai,Sonata,2011,2.3,Electric,Automatic,132009,5,3,10559,10129.2
Audi,A4,2011,3.5,Electric,Manual,155375,2,4,9792,10092.6
Ford,Explorer,2004,3.6,Petrol,Automatic,189756,3,3,6604,6064.8
Toyota,Corolla,2010,3.9,Diesel,Semi-Automatic,149067,2,2,8018,8143.1
Ford,Explorer,2021,1.7,Diesel,Manual,250370,3,4,7092,8009.0
Toyota,Corolla,2021,1.4,Hybrid,Automatic,279321,5,5,8713,8574.3
BMW,X5,2010,3.3,Electric,Manual,189540,4,4,8609,8937.7
Hyundai,Tucson,2006,1.6,Hybrid,Semi-Automatic,102680,4,4,6446,6321.9
Hyundai,Elantra,2015,3.7,Petrol,Automatic,215906,4,2,9481,8925.3
Mercedes,E-Class,2002,1.7,Diesel,Manual,116977,2,5,4060,4981.7
Hyundai,Tucson,2012,4.7,Hybrid,Manual,159236,5,2,10215,10806.5
Mercedes,C-Class,2021,2.4,Diesel,Manual,94705,2,4,10905,11789.3
Hyundai,Sonata,2018,2.3,Electric,Semi-Automatic,245073,4,5,8898,8481.4
Audi,Q5,2020,2.5,Diesel,Automatic,188803,5,1,10323,10463.6
Ford,Focus,2001,1.2,Petrol,Semi-Automatic,219120,3,4,2000,719.4
Chevrolet,Equinox,2002,2.2,Hybrid,Manual,23277,4,2,7434,8027.7
Ford,Fiesta,2017,1.1,Hybrid,Automatic,9177,3,2,12616,12439.5
Mercedes,E-Class,2005,4.9,Diesel,Manual,133103,4,4,7837,8731.0
Honda,Civic,2006,1.4,Petrol,Manual,142293,4,3,4454,4690.6
Audi,A4,2018,2.9,Petrol,Automatic,107147,3,5,11757,11193.4
Kia,Sportage,2000,4.4,Diesel,Manual,21303,3,1,8073,8956.9
BMW,3 Series,2020,4.6,Petrol,Semi-Automatic,132791,4,3,12044,11464.2
Kia,Optima,2003,3.8,Electric,Manual,192356,5,2,6952,7258.0
Mercedes,GLA,2004,4.8,Hybrid,Manual,123019,5,4,8639,9230.5
Honda,CR-V,2017,1.3,Hybrid,Manual,132831,5,4,8843,9464.3
Honda,Civic,2010,1.2,Petrol,Semi-Automatic,168167,4,4,4936,4427.9
Honda,Accord,2008,3.5,Petrol,Semi-Automatic,73222,4,2,8535,7980.5
Toyota,RAV4,2013,3.5,Hybrid,Semi-Automatic,288094,5,5,6738,6631.0
Toyota,RAV4,2001,2.4,Diesel,Semi-Automatic,213779,5,1,2524,2721.1
Audi,A3,2015,4.3,Hybrid,Semi-Automatic,115707,4,2,11585,11420.3
BMW,X5,2013,2.6,Electric,Semi-Automatic,147066,2,2,9658,9224.4
Toyota,Corolla,2020,3.3,Diesel,Semi-Automatic,107566,3,5,11248,11369.2
Kia,Optima,2006,3.5,Petrol,Manual,154437,2,4,6311,6502.9
Volkswagen,Passat,2018,1.9,Petrol,Manual,234775,3,4,6704,6916.2
Honda,Civic,2013,4.7,Diesel,Automatic,205900,3,3,10082,10234.4
BMW,5 Series,2000,4.8,Electric,Semi-Automatic,269373,4,1,5512,5095.9
Chevrolet,Equinox,2002,3.9,Diesel,Automatic,204351,5,3,6012,6167.6
Hyundai,Sonata,2000,2.2,Hybrid,Semi-Automatic,164580,3,1,4008,3891.9
Honda,Accord,2016,3.1,Hybrid,Manual,181002,5,2,9379,9984.3
Chevrolet,Equinox,2020,1.4,Petrol,Manual,94143,4,4,9617,9802.8
Hyundai,Elantra,2012,2.2,Diesel,Semi-Automatic,152845,2,4,6843,7003.1
Hyundai,Elantra,2016,3.7,Petrol,Manual,258070,3,3,7438,7639.3
Hyundai,Elantra,2023,4.6,Petrol,Manual,84915,2,1,13901,14051.8
Chevrolet,Equinox,2006,1.4,Hybrid,Manual,242946,3,3,3441,4065.8
Mercedes,C-Class,2002,4.0,Electric,Automatic,292289,3,1,6354,5923.5
Ford,Focus,2020,3.5,Hybrid,Automatic,226627,2,1,11567,11408.3
Volkswagen,Tiguan,2020,2.3,Diesel,Manual,13991,5,5,12120,12990.2
Kia,Optima,2011,2.1,Diesel,Semi-Automatic,81075,2,2,7878,8012.9
BMW,3 Series,2003,2.9,Petrol,Manual,243002,4,5,3039,3269.0
Chevrolet,Malibu,2006,4.6,Petrol,Manual,1828,4,3,10463,10645.6
BMW,5 Series,2018,3.5,Electric,Automatic,220377,5,3,12092,11657.0
Audi,Q5,2013,3.6,Diesel,Manual,168817,5,2,8223,9117.1
Kia,Rio,2022,3.0,Electric,Manual,275218,2,4,10195,10511.0
Hyundai,Sonata,2019,4.3,Hybrid,Automatic,122264,3,2,14154,13983.6
Hyundai,Tucson,2002,4.1,Electric,Semi-Automatic,252722,3,5,5745,5327.9
Toyota,RAV4,2022,1.8,Petrol,Semi-Automatic,35772,3,2,11784,11226.9
Volkswagen,Passat,2012,3.5,Diesel,Semi-Automatic,31683,3,4,10566,10699.4
Audi,A4,2015,4.6,Electric,Automatic,75917,3,5,15181,14708.3
Audi,A3,2015,2.4,Diesel,Automatic,295350,4,2,6593,6762.0
Ford,Explorer,2013,2.1,Electric,Manual,31523,4,3,11469,11767.2
Volkswagen,Passat,2019,1.3,Petrol,Manual,105616,4,1,8987,9178.9
Volkswagen,Tiguan,2016,2.0,Petrol,Manual,282282,2,3,5254,5454.5
Chevrolet,Impala,2009,4.1,Diesel,Automatic,195365,5,2,8492,8635.2
Hyundai,Elantra,2023,3.2,Petrol,Automatic,199087,2,1,11718,11143.7
BMW,X5,2006,4.3,Petrol,Automatic,12893,3,5,11442,10887.0
Audi,Q5,2020,2.1,Petrol,Manual,32116,5,2,11557,11733.3
Ford,Explorer,2004,2.9,Electric,Automatic,33860,5,3,11022,10577.4
Chevrolet,Impala,2011,1.1,Hybrid,Semi-Automatic,108748,5,2,7325,7185.4
Kia,Optima,2023,3.6,Diesel,Automatic,50457,2,4,15090,15191.0
Ford,Focus,2013,3.0,Petrol,Manual,74605,4,2,9507,9700.2
Volkswagen,Tiguan,2001,1.3,Electric,Automatic,38154,2,5,8436,7990.7
Toyota,RAV4,2019,4.7,Diesel,Manual,142336,5,1,11653,12540.6
Hyundai,Tucson,2015,1.7,Petrol,Automatic,34257,4,3,11114,10555.4
Volkswagen,Tiguan,2023,1.9,Hybrid,Automatic,254344,5,2,10313,10155.1
Ford,Focus,2011,4.7,Hybrid,Manual,175723,2,5,9585,10187.1
Toyota,RAV4,2006,4.1,Hybrid,Semi-Automatic,114178,2,2,8716,8574.2
Toyota,Corolla,2022,4.4,Petrol,Manual,140127,2,1,12297,12441.1
BMW,5 Series,2008,1.3,Hybrid,Manual,223511,3,3,4329,4974.8
Mercedes,E-Class,2007,3.6,Petrol,Semi-Automatic,270713,5,2,4385,3853.3
Ford,Focus,2013,2.1,Hybrid,Automatic,272064,4,5,7158,7045.6
Volkswagen,Golf,2018,3.6,Electric,Manual,20269,3,4,14694,14981.6
Toyota,Camry,2012,3.8,Electric,Semi-Automatic,9334,2,3,13313,12853.5
Toyota,RAV4,2006,4.6,Petrol,Semi-Automatic,229372,5,4,5912,5392.1
Hyundai,Sonata,2007,3.9,Hybrid,Semi-Automatic,168409,4,4,7731,7602.1
Hyundai,Elantra,2023,3.2,Electric,Manual,185737,4,3,12485,12777.3
Chevrolet,Impala,2019,2.3,Electric,Manual,294137,5,2,8217,8529.6
Honda,Civic,2019,1.3,Hybrid,Semi-Automatic,110457,5,1,9890,9756.5
Toyota,RAV4,2013,1.3,Electric,Manual,293472,3,5,5430,5787.4
Hyundai,Elantra,2015,2.4,Diesel,Semi-Automatic,183600,2,3,7328,7483.0
Volkswagen,Passat,2001,4.2,Diesel,Semi-Automatic,165301,3,5,5293,5458.8
Chevrolet,Equinox,2019,4.2,Electric,Manual,143752,4,5,13124,13402.3
Kia,Sportage,2007,4.7,Electric,Semi-Automatic,134772,3,5,10204,9757.6
Chevrolet,Impala,2022,2.5,Electric,Automatic,109284,4,5,14514,14049.2
Audi,A4,2015,1.6,Hybrid,Manual,209035,4,1,7019,7631.6
Toyota,Corolla,2014,5.0,Electric,Manual,25556,4,3,14788,15039.6
Toyota,Corolla,2006,2.6,Diesel,Semi-Automatic,243874,5,2,3622,3784.8
Toyota,RAV4,2016,4.4,Diesel,Semi-Automatic,265121,3,4,7997,8165.3
Ford,Focus,2002,4.2,Diesel,Manual,234547,3,4,4209,5134.4
Chevrolet,Malibu,2021,3.1,Electric,Automatic,159076,4,4,13818,13368.1
Hyundai,Elantra,2000,3.2,Electric,Semi-Automatic,182989,3,5,5640,5222.5
Chevrolet,Malibu,2013,3.7,Hybrid,Manual,123113,5,2,10237,10836.6
Audi,A4,2008,2.2,Diesel,Automatic,100395,3,5,8192,8350.3
BMW,X5,2015,1.5,Electric,Manual,203048,3,1,8039,8366.0
Hyundai,Sonata,2000,1.8,Petrol,Automatic,35261,3,2,6694,6158.9
Ford,Fiesta,2001,3.3,Diesel,Semi-Automatic,67635,3,5,6347,6495.7
Audi,Q5,2010,3.1,Electric,Automatic,180328,4,3,10093,9648.5
Toyota,Corolla,2014,3.6,Diesel,Semi-Automatic,45675,2,5,10986,11102.4
Chevrolet,Impala,2009,3.8,Electric,Manual,29401,2,2,12011,12282.6
Audi,A4,2004,2.8,Hybrid,Manual,77212,3,5,7555,8165.7
Kia,Optima,2017,2.2,Diesel,Manual,75720,4,2,9885,10761.9
Chevrolet,Malibu,2007,3.1,Hybrid,Semi-Automatic,71671,5,2,8866,8725.1
Hyundai,Tucson,2008,3.5,Electric,Manual,78887,5,2,10422,10720.6
Chevrolet,Equinox,2009,1.2,Electric,Semi-Automatic,192340,4,4,6153,5727.9
Ford,Focus,2018,4.1,Electric,Automatic,152256,2,5,14054,13597.0
Volkswagen,Golf,2009,2.3,Hybrid,Automatic,74681,5,5,10106,9979.6
Kia,Rio,2005,4.3,Diesel,Manual,185991,2,1,6180,7085.2
Toyota,Corolla,2001,1.9,Electric,Automatic,44251,2,1,8914,8451.2
Kia,Optima,2016,3.7,Hybrid,Manual,47895,3,4,12642,13208.2
Toyota,Corolla,2019,2.7,Diesel,Automatic,259113,4,5,8817,8963.2
Hyundai,Elantra,2020,3.7,Diesel,Semi-Automatic,32555,2,5,13148,13270.4
Ford,Fiesta,2016,2.4,Petrol,Semi-Automatic,67824,4,3,9943,9372.1
Audi,A4,2023,3.2,Diesel,Manual,164751,3,1,10904,11781.2
Mercedes,C-Class,2018,2.6,Diesel,Semi-Automatic,237726,4,4,7345,7508.8
Toyota,RAV4,2012,1.5,Diesel,Manual,52702,4,5,8145,9068.9
Toyota,Camry,2019,2.6,Electric,Automatic,45977,3,2,14980,14520.1
Honda,Accord,2020,4.2,Diesel,Manual,178945,2,3,10721,11603.4
Kia,Sportage,2005,1.9,Hybrid,Automatic,171558,5,4,6568,6449.8
Mercedes,E-Class,2020,4.5,Petrol,Automatic,252022,4,3,11059,10492.7
Toyota,RAV4,2013,1.6,Diesel,Automatic,127245,3,2,8555,8721.8
Volkswagen,Golf,2004,3.0,Petrol,Manual,15859,4,1,7982,8184.2
Honda,CR-V,2000,1.3,Petrol,Semi-Automatic,153775,3,2,2324,1812.0
Honda,CR-V,2004,2.5,Petrol,Automatic,141571,3,2,6468,5933.0
Mercedes,E-Class,2009,2.0,Petrol,Semi-Automatic,133496,4,3,6130,5590.3
Ford,Focus,2019,1.0,Diesel,Automatic,86948,2,4,10561,10713.5
Honda,Accord,2017,4.0,Petrol,Semi-Automatic,130322,2,2,10593,10023.4
Toyota,RAV4,2005,1.2,Petrol,Manual,35966,5,1,6080,6303.4
Honda,Civic,2009,1.5,Electric,Manual,87042,2,1,8559,8876.4
Kia,Rio,2015,1.1,Petrol,Manual,191414,5,5,5871,6108.4
Hyundai,Elantra,2016,3.5,Hybrid,Automatic,22926,2,2,14441,14257.0
Volkswagen,Golf,2005,4.6,Hybrid,Semi-Automatic,215539,2,3,6889,6759.1
Mercedes,C-Class,2023,2.9,Electric,Automatic,102120,4,1,15357,14881.4
Volkswagen,Passat,2014,3.5,Petrol,Automatic,104158,2,1,11216,10638.7
Mercedes,E-Class,2023,1.0,Hybrid,Manual,125565,4,5,10488,11092.3
Volkswagen,Tiguan,2020,2.6,Hybrid,Manual,115468,5,1,11390,11961.5
Kia,Optima,2009,4.3,Diesel,Manual,272444,4,3,5651,6551.1
BMW,3 Series,2017,4.9,Hybrid,Manual,80026,2,1,13499,14053.8
Ford,Focus,2015,4.5,Hybrid,Semi-Automatic,296388,5,5,8172,8046.1
Chevrolet,Malibu,2018,2.1,Hybrid,Automatic,42708,2,4,13245,13086.1
Audi,A3,2021,3.6,Hybrid,Automatic,195923,3,1,12581,12413.5
Toyota,Corolla,2015,1.1,Diesel,Semi-Automatic,139145,5,3,6917,7067.6
Ford,Focus,2023,4.1,Hybrid,Automatic,151476,4,4,14570,14405.4
Chevrolet,Impala,2012,1.5,Electric,Automatic,21286,2,5,12274,11815.8
Hyundai,Tucson,2010,1.9,Hybrid,Manual,43830,4,1,9123,9720.7
Audi,A3,2020,2.3,Hybrid,Automatic,199111,2,5,10917,10772.6
BMW,3 Series,2018,3.1,Hybrid,Automatic,277051,2,5,9558,9414.0
Honda,CR-V,2015,4.9,Hybrid,Manual,34163,4,1,13816,14384.2
Mercedes,GLA,2020,3.4,Diesel,Manual,18840,4,3,13123,13980.8
Hyundai,Elantra,2009,1.7,Petrol,Manual,176497,5,4,4970,5195.6
Chevrolet,Impala,2022,1.6,Petrol,Manual,173372,3,3,8832,9023.2
BMW,5 Series,2013,2.2,Petrol,Semi-Automatic,189275,5,3,6414,5893.8
Kia,Sportage,2017,2.1,Electric,Semi-Automatic,186020,2,3,9579,9138.8
Audi,Q5,2002,4.3,Electric,Semi-Automatic,67800,3,1,9644,9181.7
Chevrolet,Malibu,2020,4.7,Diesel,Semi-Automatic,246105,4,5,9877,10031.7
Volkswagen,Passat,2001,2.4,Electric,Automatic,74584,2,3,8808,8366.1
BMW,3 Series,2009,2.6,Diesel,Semi-Automatic,22008,5,1,8959,9096.8
Kia,Optima,2016,2.4,Hybrid,Semi-Automatic,113841,2,2,10023,9853.6
Kia,Rio,2022,4.0,Petrol,Automatic,220438,5,5,11791,11243.6
Mercedes,GLA,2001,1.6,Petrol,Semi-Automatic,17635,4,3,5647,5099.9
Mercedes,C-Class,2011,1.7,Hybrid,Semi-Automatic,192210,2,3,6255,6124.8
Audi,Q5,2012,1.1,Diesel,Manual,229045,3,4,4219,5145.0
Hyundai,Tucson,2012,4.5,Petrol,Manual,212772,5,4,7944,8147.6
Mercedes,GLA,2005,2.0,Hybrid,Manual,16802,4,2,8263,8854.7
Honda,Accord,2007,2.9,Diesel,Semi-Automatic,230715,5,1,4485,4660.0
Kia,Sportage,2019,3.3,Petrol,Semi-Automatic,243809,3,4,8223,7678.1
Kia,Optima,2023,3.6,Petrol,Semi-Automatic,239634,5,4,9807,9244.3
Mercedes,GLA,2002,1.5,Diesel,Automatic,193396,4,3,3832,4004.7
Kia,Rio,2004,1.3,Electric,Semi-Automatic,32171,2,3,7956,7530.0
Toyota,RAV4,2009,1.0,Petrol,Semi-Automatic,5854,2,2,7682,7145.2
Volkswagen,Golf,2004,1.2,Hybrid,Semi-Automatic,112247,2,4,5255,5145.0
Audi,Q5,2005,2.9,Hybrid,Semi-Automatic,245873,5,5,4582,4467.8
Toyota,Corolla,2015,3.7,Electric,Manual,285532,3,3,8589,8882.9
Chevrolet,Impala,2011,2.8,Electric,Manual,286407,2,4,6471,6789.3
Honda,Accord,2007,4.3,Electric,Semi-Automatic,244059,4,2,7618,7186.5
Mercedes,C-Class,2012,3.6,Electric,Semi-Automatic,23912,3,3,12821,12353.8
Honda,Civic,2004,1.4,Diesel,Automatic,197380,3,3,4252,4446.0
Toyota,Corolla,2015,4.8,Electric,Automatic,89572,3,4,15108,14616.3
Hyundai,Elantra,2014,2.1,Diesel,Automatic,68443,4,4,10531,10677.5
Volkswagen,Passat,2015,3.6,Petrol,Automatic,135336,4,1,10993,10422.0
Hyundai,Tucson,2013,3.9,Electric,Semi-Automatic,296964,3,3,7960,7528.3
Toyota,Camry,2002,4.6,Petrol,Manual,211939,4,3,5061,5284.9
Honda,CR-V,2016,2.6,Hybrid,Manual,52223,2,4,11455,12048.0
Toyota,Camry,2022,1.8,Diesel,Automatic,52377,2,1,12952,13086.7
Toyota,RAV4,2003,1.6,Hybrid,Automatic,191705,3,5,5265,5167.1
Audi,A4,2017,3.5,Petrol,Automatic,254631,3,3,9107,8554.2
Ford,Focus,2009,2.3,Hybrid,Semi-Automatic,106773,3,1,7964,7823.5
Mercedes,C-Class,2001,1.4,Hybrid,Manual,252576,5,1,2000,2392.4
Toyota,Corolla,2022,3.0,Diesel,Manual,96622,3,3,11767,12627.7
Toyota,Corolla,2022,1.1,Electric,Manual,207352,4,1,9652,9944.5
Audi,Q5,2023,4.9,Hybrid,Automatic,160297,2,5,15194,15010.5
Mercedes,GLA,2016,2.4,Electric,Semi-Automatic,165104,4,2,9997,9543.0
Volkswagen,Tiguan,2020,4.1,Electric,Automatic,68269,2,3,16334,15833.5
Audi,A4,2012,4.9,Electric,Manual,21795,5,5,14164,14442.8
Audi,A4,2020,1.8,Hybrid,Semi-Automatic,207306,4,5,8753,8621.3
BMW,X5,2020,3.9,Electric,Semi-Automatic,44392,4,5,15112,14656.1
Volkswagen,Tiguan,2015,3.0,Diesel,Manual,60169,4,1,10396,11259.8
Audi,Q5,2005,4.4,Petrol,Manual,26960,3,3,9460,9636.2
Honda,Accord,2023,4.5,Diesel,Automatic,65889,4,5,15682,15800.5
Toyota,RAV4,2006,1.2,Electric,Semi-Automatic,169281,5,2,5714,5314.1
Volkswagen,Tiguan,2014,2.3,Hybrid,Semi-Automatic,45361,5,3,10692,10524.2
Hyundai,Tucson,2006,4.7,Diesel,Manual,238219,3,2,5835,6740.0
Kia,Rio,2004,3.3,Diesel,Automatic,255971,4,1,4980,5158.0
Audi,Q5,2008,3.9,Petrol,Manual,69232,5,5,9015,9207.5
Honda,Civic,2004,2.0,Hybrid,Automatic,204272,3,4,5714,5608.5
BMW,3 Series,2004,2.2,Electric,Automatic,190504,3,2,7189,6757.1
Hyundai,Tucson,2023,2.4,Diesel,Manual,165233,5,3,10095,10992.3
Kia,Rio,2020,1.8,Hybrid,Automatic,28207,5,5,13835,13687.3
BMW,5 Series,2015,2.0,Diesel,Manual,46948,3,3,9661,10563.7
Mercedes,GLA,2000,3.5,Hybrid,Automatic,169471,2,3,6710,6562.1
Volkswagen,Golf,2006,1.7,Electric,Semi-Automatic,11898,5,4,9362,8940.1
Kia,Rio,2016,1.9,Electric,Manual,195310,4,3,8893,9218.8
Mercedes,GLA,2005,3.9,Electric,Automatic,106697,4,2,10866,10401.6
Mercedes,GLA,2003,1.6,Petrol,Semi-Automatic,84040,2,5,4919,4378.9
BMW,3 Series,2016,2.2,Diesel,Manual,282955,2,4,5440,6355.5
Honda,Civic,2006,4.3,Hybrid,Semi-Automatic,28584,4,5,10628,10485.7
Hyundai,Elantra,2010,1.4,Hybrid,Automatic,175448,4,3,7491,7362.8
Kia,Sportage,2002,2.1,Diesel,Manual,170511,5,1,3389,4315.2
BMW,3 Series,2018,2.4,Petrol,Automatic,224572,5,2,8908,8357.8
Kia,Optima,2009,3.5,Electric,Manual,2178,4,1,12256,12523.6
Hyundai,Elantra,2003,3.6,Electric,Automatic,183050,2,2,8439,7996.7
Toyota,Corolla,2014,4.7,Electric,Semi-Automatic,74835,3,5,13503,13019.4
Mercedes,GLA,2010,2.4,Hybrid,Automatic,53775,4,1,10924,10753.7
Honda,Civic,2009,3.1,Diesel,Automatic,287293,4,3,5654,5840.2
Toyota,RAV4,2001,3.1,Electric,Manual,253850,2,1,4423,4762.2
Audi,A3,2015,2.7,Hybrid,Semi-Automatic,87318,2,1,10553,10390.1
Audi,Q5,2023,1.0,Diesel,Semi-Automatic,9186,2,4,11816,11946.4
Audi,A4,2004,3.8,Diesel,Automatic,276047,5,5,5079,5258.4
Hyundai,Elantra,2017,2.4,Electric,Semi-Automatic,269121,5,3,8217,7792.0
Volkswagen,Golf,2005,3.8,Hybrid,Semi-Automatic,164618,5,1,7107,6979.1
Audi,A4,2000,1.6,Diesel,Manual,153107,5,5,2637,3578.1
Mercedes,E-Class,2006,4.5,Diesel,Manual,117365,3,3,8052,8940.1
Mercedes,GLA,2015,2.8,Electric,Semi-Automatic,90840,4,4,11583,11122.2
Audi,A4,2019,1.0,Diesel,Semi-Automatic,251842,5,1,5763,5934.0
Audi,A3,2012,3.5,Electric,Manual,61091,4,3,11978,12268.8
Hyundai,Tucson,2012,3.2,Hybrid,Semi-Automatic,143095,3,2,9038,8887.6
Toyota,RAV4,2007,4.6,Electric,Semi-Automatic,19822,3,3,12403,11949.7
Honda,Accord,2019,4.6,Electric,Manual,264195,5,4,11116,11421.9
Kia,Sportage,2002,1.7,Petrol,Automatic,55132,5,4,6797,6265.4
Ford,Explorer,2015,2.2,Diesel,Manual,278368,5,3,5232,6159.5
Ford,Explorer,2020,4.8,Electric,Automatic,19112,4,5,18017,17533.2
Ford,Fiesta,2017,2.5,Electric,Automatic,126925,3,3,12661,12193.1
Toyota,Camry,2017,2.7,Hybrid,Semi-Automatic,214761,2,3,8604,8473.5
Toyota,Camry,2016,2.0,Petrol,Semi-Automatic,194057,5,3,7018,6496.7
BMW,X5,2006,2.0,Hybrid,Manual,213444,3,1,4631,5267.1
Kia,Sportage,2010,4.3,Electric,Automatic,86587,2,1,13168,12694.1
Chevrolet,Impala,2010,2.5,Hybrid,Semi-Automatic,143446,2,1,7731,7575.0
Mercedes,C-Class,2004,1.4,Electric,Manual,206740,3,1,4565,4894.9
Hyundai,Elantra,2005,3.3,Petrol,Semi-Automatic,210553,5,4,4688,4163.7
Hyundai,Tucson,2015,3.4,Hybrid,Manual,41604,2,4,12167,12748.3
Mercedes,C-Class,2014,4.4,Petrol,Automatic,118322,3,1,11833,11252.7
Hyundai,Sonata,2003,2.9,Diesel,Semi-Automatic,49535,2,1,6909,7062.4
Kia,Optima,2002,3.4,Hybrid,Automatic,120745,3,4,8185,8032.3
Audi,A4,2012,1.4,Diesel,Semi-Automatic,115240,2,4,6795,6955.9
Volkswagen,Tiguan,2008,2.4,Hybrid,Automatic,260803,4,5,6183,6051.5
Chevrolet,Equinox,2017,1.8,Diesel,Semi-Automatic,94503,4,3,9109,9247.8
Hyundai,Tucson,2010,2.9,Petrol,Automatic,265499,3,2,6190,5653.7
Volkswagen,Tiguan,2023,2.8,Hybrid,Automatic,79464,2,1,14710,14510.3
Hyundai,Elantra,2006,3.8,Electric,Semi-Automatic,237087,4,5,6958,6536.2
Toyota,RAV4,2009,2.5,Hybrid,Automatic,209820,5,3,7603,7489.5
Kia,Optima,2000,1.2,Electric,Automatic,184243,2,2,5115,4686.3
Honda,Civic,2019,2.7,Electric,Semi-Automatic,206570,3,3,10368,9937.8
Toyota,Camry,2004,3.7,Petrol,Automatic,74760,3,1,9004,8453.5
Honda,CR-V,2008,2.9,Electric,Manual,223833,5,5,6923,7260.9
Ford,Fiesta,2013,2.9,Diesel,Semi-Automatic,201867,5,1,6862,7007.8
Toyota,Corolla,2017,2.0,Hybrid,Semi-Automatic,292791,4,1,6344,6197.9
BMW,5 Series,2022,3.9,Electric,Automatic,271186,4,3,12676,12235.7
Honda,Civic,2022,1.7,Diesel,Manual,295822,3,1,6483,7407.4
Ford,Focus,2019,2.0,Petrol,Manual,50277,2,3,10794,10981.1
Kia,Optima,2000,2.9,Diesel,Automatic,136758,3,1,5764,5910.9
Mercedes,E-Class,2023,2.6,Diesel,Automatic,142580,2,4,12248,12378.2
Volkswagen,Tiguan,2017,4.8,Hybrid,Manual,198877,4,5,11022,11599.6
Toyota,Corolla,2008,3.8,Petrol,Semi-Automatic,226997,3,5,5760,5209.0
Kia,Rio,2012,4.3,Diesel,Semi-Automatic,255979,3,4,6880,7048.6
Mercedes,E-Class,2009,4.0,Petrol,Automatic,55776,4,4,11184,10614.7
BMW,5 Series,2011,3.2,Diesel,Automatic,125132,2,3,9597,9751.2
Honda,Civic,2003,4.1,Hybrid,Automatic,36867,3,5,10862,10719.9
Ford,Fiesta,2009,4.5,Hybrid,Semi-Automatic,98504,2,4,10329,10156.1
Audi,Q5,2018,4.7,Electric,Automatic,198938,5,3,13721,13255.4
Ford,Explorer,2003,4.6,Diesel,Manual,80305,2,2,7993,8880.2
