Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Pred_Price
BMW,3 Series,2023,4.3,Hybrid,Semi-Automatic,297597,5,5,10348,10957.8
Toyota,RAV4,2007,4.4,Electric,Automatic,55525,5,5,12989,12707.4
BMW,3 Series,2003,4.9,Diesel,Manual,221213,3,5,5475,4776.9
Chevrolet,Impala,2005,3.3,Electric,Automatic,83483,5,4,10730,10645.3
Hyundai,Sonata,2002,3.0,Diesel,Semi-Automatic,122439,2,2,5251,6177.7
Honda,Accord,2002,4.1,Petrol,Manual,216957,5,2,4460,4543.6
Toyota,Corolla,2005,1.6,Hybrid,Semi-Automatic,139937,4,3,5401,5794.6
Audi,A3,2015,3.7,Petrol,Semi-Automatic,209358,5,5,8112,8343.5
Chevrolet,Equinox,2006,2.8,Electric,Automatic,224114,4,5,7717,7160.1
Toyota,RAV4,2009,3.9,Electric,Semi-Automatic,110879,4,2,10482,10478.4
Toyota,RAV4,2022,1.0,Petrol,Semi-Automatic,124573,3,2,9208,10142.9
Chevrolet,Impala,2004,1.3,Diesel,Manual,40779,5,5,5784,5748.2
Kia,Sportage,2017,4.2,Hybrid,Manual,83450,2,4,12731,12725.9
Toyota,Corolla,2023,3.0,Hybrid,Manual,75435,3,3,13491,13674.4
Toyota,RAV4,2014,4.0,Electric,Semi-Automatic,216123,2,4,9977,10859.8
Mercedes,E-Class,2017,4.1,Electric,Semi-Automatic,229816,5,5,10703,11559.4
BMW,5 Series,2000,3.4,Petrol,Semi-Automatic,278310,5,3,2000,2496.8
BMW,5 Series,2004,2.7,Electric,Manual,196545,3,2,6069,5594.6
BMW,3 Series,2012,4.0,Diesel,Semi-Automatic,185073,5,1,7998,8929.1
Audi,A3,2022,2.2,Diesel,Manual,259968,3,3,7700,7703.3
Kia,Sportage,2020,4.4,Hybrid,Semi-Automatic,103894,3,2,13422,13959.7
BMW,5 Series,2003,2.3,Hybrid,Semi-Automatic,143584,5,2,5428,6083.7
Kia,Rio,2010,3.0,Electric,Automatic,167567,4,5,10248,10411.7
Ford,Focus,2002,1.8,Petrol,Automatic,182859,5,1,4342,3792.0
Hyundai,Sonata,2012,4.7,Petrol,Semi-Automatic,163639,2,2,9127,9327.2
Ford,Explorer,2006,3.9,Electric,Manual,181025,2,2,8179,7459.1
Honda,Accord,2012,4.5,Hybrid,Semi-Automatic,231368,3,5,8572,8981.4
Chevrolet,Equinox,2013,3.7,Petrol,Semi-Automatic,281563,3,4,6068,6349.8
Audi,Q5,2019,3.2,Petrol,Semi-Automatic,61680,2,1,11766,12516.0
BMW,3 Series,2013,3.2,Hybrid,Automatic,121063,2,5,11278,11268.0
Ford,Focus,2018,2.3,Electric,Automatic,292022,3,2,9459,9374.8
Honda,CR-V,2016,4.5,Hybrid,Automatic,95176,3,2,13996,13694.8
Chevrolet,Malibu,2014,4.4,Diesel,Manual,81794,2,1,11064,10864.8
Ford,Explorer,2023,3.0,Petrol,Manual,205866,5,5,9882,10041.0
Hyundai,Tucson,2006,3.3,Petrol,Manual,24121,5,2,8717,8626.1
Audi,Q5,2004,1.8,Hybrid,Manual,296742,2,4,2165,1622.0
Honda,Civic,2001,2.2,Diesel,Automatic,85799,2,1,6384,6429.2
Mercedes,C-Class,2010,1.8,Petrol,Manual,239416,3,4,4111,3582.2
Hyundai,Elantra,2006,2.1,Diesel,Semi-Automatic,183546,2,4,4329,5231.0
Ford,Fiesta,2018,3.7,Petrol,Semi-Automatic,177936,5,5,9641,9889.4
Audi,A3,2008,3.3,Electric,Automatic,10998,5,3,13080,12947.2
Kia,Optima,2010,3.9,Petrol,Semi-Automatic,190927,2,1,7181,7305.4
Honda,CR-V,2020,4.0,Hybrid,Semi-Automatic,213276,4,2,10834,11784.2
Mercedes,E-Class,2014,3.8,Diesel,Manual,171872,2,1,8662,8107.2
Toyota,Camry,2022,3.4,Electric,Semi-Automatic,16671,5,4,15766,16267.1
Kia,Sportage,2012,1.5,Electric,Automatic,239265,2,1,7914,7691.9
BMW,X5,2013,1.9,Diesel,Semi-Automatic,137384,5,2,7152,7243.0
Ford,Focus,2017,4.1,Diesel,Automatic,48301,4,3,13833,13895.5
Toyota,RAV4,2004,2.4,Petrol,Automatic,129753,3,5,6604,6386.8
Chevrolet,Impala,2023,3.5,Hybrid,Automatic,192182,4,2,13156,12852.1
Honda,Accord,2014,3.3,Diesel,Manual,224542,3,2,7109,7002.6
Chevrolet,Malibu,2001,2.4,Electric,Automatic,186492,4,1,6570,6417.2
Hyundai,Sonata,2017,2.6,Hybrid,Semi-Automatic,262794,4,2,7544,7861.7
Toyota,Corolla,2000,3.5,Hybrid,Manual,247001,2,2,3659,3383.7
Chevrolet,Equinox,2009,2.5,Electric,Automatic,35087,5,2,12098,11823.3
Chevrolet,Equinox,2013,1.3,Hybrid,Manual,120114,4,2,7897,7842.8
Kia,Sportage,2020,3.5,Petrol,Automatic,52571,4,3,14048,13764.6
BMW,X5,2003,4.1,Diesel,Automatic,49421,2,5,9611,9703.9
Audi,A4,2000,2.3,Electric,Semi-Automatic,176912,4,2,4861,5564.8
Volkswagen,Golf,2010,3.1,Petrol,Semi-Automatic,230782,5,1,5584,6387.2
Chevrolet,Impala,2009,3.5,Petrol,Automatic,192593,5,4,7948,7673.0
Chevrolet,Impala,2014,3.1,Diesel,Semi-Automatic,10672,3,1,11186,12051.4
Toyota,Camry,2010,1.5,Electric,Automatic,240407,5,5,7291,7008.3
Honda,Civic,2018,1.7,Electric,Manual,286878,2,1,7462,7020.4
Kia,Sportage,2019,1.3,Diesel,Semi-Automatic,26192,5,1,10576,11279.2
Chevrolet,Equinox,2004,2.5,Diesel,Manual,249318,3,5,2813,2572.6
Volkswagen,Passat,2023,2.6,Hybrid,Automatic,32598,5,3,15448,15037.3
Kia,Rio,2010,4.8,Petrol,Automatic,175065,4,4,9898,9249.8
BMW,X5,2005,1.5,Hybrid,Manual,206385,3,1,3972,3722.1
Kia,Sportage,2009,4.9,Petrol,Manual,212334,5,4,7453,6771.9
BMW,5 Series,2004,2.4,Diesel,Manual,222937,5,1,3241,3066.5
Toyota,Camry,2009,1.8,Electric,Semi-Automatic,74482,4,1,9110,9274.8
BMW,5 Series,2001,3.3,Electric,Manual,228131,3,2,5137,5047.6
Chevrolet,Malibu,2016,4.6,Diesel,Automatic,199029,4,4,11019,10612.6
Honda,Accord,2000,4.2,Electric,Manual,285922,4,5,4581,4565.4
Toyota,Corolla,2023,4.7,Diesel,Manual,26460,3,5,15170,14643.5
BMW,5 Series,2015,1.8,Petrol,Automatic,76995,3,2,10360,9789.7
Mercedes,GLA,2003,1.3,Petrol,Manual,294888,5,2,2000,412.9
BMW,X5,2000,2.8,Petrol,Automatic,65733,2,5,7085,6526.5
Mercedes,E-Class,2014,4.2,Petrol,Automatic,215666,2,3,9686,9711.5
Audi,A4,2023,2.4,Hybrid,Manual,130279,4,1,11794,11611.6
Mercedes,E-Class,2009,4.4,Electric,Automatic,251891,4,2,9662,9480.4
Honda,CR-V,2009,1.3,Hybrid,Automatic,115405,4,1,8291,8258.2
Audi,A3,2016,3.7,Electric,Semi-Automatic,137610,5,3,11847,12065.6
Volkswagen,Passat,2017,3.8,Hybrid,Automatic,297508,5,4,9549,8941.1
Chevrolet,Equinox,2008,4.8,Electric,Manual,134214,2,2,10615,10021.4
Hyundai,Elantra,2016,4.3,Diesel,Manual,187053,4,3,9458,9354.0
Volkswagen,Passat,2007,4.7,Petrol,Automatic,28420,3,4,11831,11321.4
Kia,Optima,2012,2.4,Diesel,Semi-Automatic,200323,2,1,6093,6733.1
Chevrolet,Equinox,2011,4.5,Diesel,Semi-Automatic,89049,2,5,10119,10570.2
Ford,Fiesta,2005,4.6,Petrol,Automatic,224243,3,1,7215,6816.2
BMW,5 Series,2007,4.4,Diesel,Automatic,134697,5,1,9406,9176.8
Kia,Sportage,2017,2.7,Petrol,Semi-Automatic,108479,4,2,9730,10026.4
Mercedes,GLA,2012,1.6,Diesel,Semi-Automatic,287727,4,4,3545,3992.7
Hyundai,Elantra,2005,1.7,Electric,Automatic,76250,4,4,9275,8828.4
Audi,A3,2018,4.4,Diesel,Manual,46165,4,3,12976,12726.5
Volkswagen,Tiguan,2005,2.2,Electric,Semi-Automatic,284026,2,5,4119,4904.4
BMW,3 Series,2023,2.0,Hybrid,Automatic,174102,5,5,12017,12209.2
Ford,Fiesta,2019,4.3,Petrol,Manual,8168,5,3,13936,13805.7
BMW,X5,2006,3.7,Hybrid,Automatic,182367,5,4,8452,7946.4
Hyundai,Tucson,2002,3.8,Hybrid,Manual,31239,3,3,8875,8278.4
Audi,A4,2001,4.7,Hybrid,Manual,194851,2,5,6202,5714.0
BMW,5 Series,2012,3.6,Diesel,Semi-Automatic,90604,4,1,9487,9826.5
Volkswagen,Passat,2016,2.4,Diesel,Semi-Automatic,129525,4,1,8709,9282.7
Ford,Fiesta,2006,1.2,Electric,Automatic,154963,4,2,7500,7546.6
Volkswagen,Passat,2005,3.5,Hybrid,Semi-Automatic,238981,2,4,5320,5784.5
Volkswagen,Passat,2003,4.0,Hybrid,Automatic,296836,4,2,5563,5754.1
Volkswagen,Tiguan,2011,2.6,Diesel,Semi-Automatic,199966,3,2,6000,6375.8
Ford,Focus,2003,4.6,Electric,Manual,177271,3,4,8054,7643.0
Hyundai,Tucson,2001,1.4,Hybrid,Semi-Automatic,142032,4,4,3959,4555.6
BMW,X5,2008,2.4,Diesel,Semi-Automatic,39867,4,4,8102,8675.5
Toyota,RAV4,2006,2.3,Hybrid,Manual,170302,2,4,5793,5667.2
Hyundai,Elantra,2008,3.1,Electric,Automatic,31509,3,2,12469,12579.8
Volkswagen,Passat,2023,3.6,Diesel,Automatic,144501,4,2,13209,12802.8
Audi,Q5,2012,3.1,Diesel,Manual,13326,5,3,10533,10626.5
Honda,Accord,2008,3.7,Diesel,Semi-Automatic,244578,5,4,5308,5550.4
Volkswagen,Tiguan,2012,4.4,Petrol,Manual,156174,3,1,8976,8762.4
Chevrolet,Impala,2022,3.7,Hybrid,Semi-Automatic,127605,2,4,12847,13099.4
Volkswagen,Passat,2005,2.6,Electric,Semi-Automatic,151586,2,4,7168,7556.8
BMW,5 Series,2002,1.7,Petrol,Semi-Automatic,217378,2,3,2052,2360.9
Honda,Civic,2003,3.3,Diesel,Automatic,150771,3,1,6784,6707.3
BMW,5 Series,2018,2.2,Petrol,Automatic,10609,3,1,12987,12989.6
Hyundai,Tucson,2007,3.7,Electric,Automatic,209582,3,1,9208,8721.5
Ford,Fiesta,2006,3.3,Electric,Manual,252598,3,1,6148,6066.8
Hyundai,Tucson,2017,4.0,Petrol,Semi-Automatic,296186,4,2,7276,8219.0
Chevrolet,Impala,2010,2.7,Hybrid,Automatic,892,2,3,12282,11808.6
Mercedes,E-Class,2020,4.8,Hybrid,Manual,232526,5,1,11249,10646.3
Hyundai,Tucson,2000,3.7,Petrol,Manual,47029,4,2,6859,6379.7
Chevrolet,Malibu,2013,1.3,Electric,Manual,174642,5,3,7807,7760.9
BMW,5 Series,2018,3.9,Electric,Automatic,157385,2,2,13752,13037.5
Audi,A4,2023,2.2,Hybrid,Automatic,128040,2,2,13139,13158.3
Hyundai,Sonata,2010,2.6,Petrol,Automatic,112202,4,2,8955,8537.3
Chevrolet,Malibu,2018,3.6,Petrol,Automatic,91539,2,1,12769,12385.1
Honda,Accord,2009,4.6,Diesel,Automatic,129335,3,1,10313,9882.0
Audi,A3,2006,2.5,Diesel,Semi-Automatic,269369,5,1,3012,3475.8
Mercedes,GLA,2012,2.2,Hybrid,Manual,136462,2,3,8170,8233.9
BMW,5 Series,2014,3.7,Diesel,Semi-Automatic,18632,2,5,11627,11865.0
Ford,Fiesta,2008,2.7,Petrol,Automatic,277355,3,1,5152,4694.9
Audi,Q5,2000,4.1,Electric,Automatic,77141,2,5,10157,10247.8
Audi,Q5,2009,4.8,Petrol,Manual,169904,2,2,8201,7601.0
Audi,Q5,2016,3.1,Electric,Manual,283526,5,4,8329,8429.2
Hyundai,Elantra,2019,2.2,Electric,Automatic,179482,2,5,11910,11939.7
Ford,Focus,2020,4.7,Diesel,Manual,72765,2,5,13344,12815.1
Audi,A3,2016,4.4,Diesel,Manual,131640,3,1,10667,10428.4
Kia,Optima,2000,3.9,Petrol,Semi-Automatic,179632,2,1,4407,4542.2
Volkswagen,Tiguan,2022,2.7,Petrol,Manual,276686,5,4,7866,7381.4
Honda,CR-V,2021,1.3,Hybrid,Automatic,295825,4,5,8283,8245.7
Audi,A3,2009,4.9,Diesel,Manual,93013,2,1,9839,9110.1
Toyota,RAV4,2011,2.5,Petrol,Semi-Automatic,274848,3,4,4403,4838.0
Ford,Fiesta,2004,4.8,Hybrid,Automatic,212546,5,2,8349,7726.5
Audi,A3,2015,4.1,Petrol,Semi-Automatic,101708,5,5,10665,11469.4
Ford,Explorer,2006,2.0,Diesel,Semi-Automatic,107228,4,2,5755,6696.8
Audi,A3,2014,3.8,Petrol,Manual,36393,5,2,11372,10746.7
Volkswagen,Golf,2007,5.0,Electric,Semi-Automatic,1396,2,3,13172,14025.1
Hyundai,Sonata,2011,4.0,Electric,Semi-Automatic,177856,3,3,9842,10733.2
Audi,Q5,2017,2.1,Petrol,Manual,79782,4,1,9704,9823.4
Volkswagen,Tiguan,2004,4.3,Petrol,Manual,191971,3,1,5760,5657.9
Hyundai,Tucson,2002,3.5,Electric,Manual,10637,4,5,9987,9694.2
Hyundai,Sonata,2012,1.8,Electric,Manual,61142,2,1,10277,9677.4
Ford,Focus,2012,1.1,Electric,Manual,257885,5,5,5642,5779.9
Mercedes,C-Class,2019,4.5,Electric,Manual,38471,4,4,15530,15205.4
Volkswagen,Passat,2007,3.4,Electric,Automatic,37822,3,3,12343,12146.9
Chevrolet,Impala,2022,2.4,Diesel,Manual,289855,4,1,7302,7144.8
Audi,A4,2005,1.4,Electric,Semi-Automatic,257620,3,3,3847,4473.5
Honda,Civic,2020,4.6,Electric,Manual,213924,2,1,12421,12011.0
Mercedes,E-Class,2012,4.0,Hybrid,Manual,120075,3,2,10298,10504.3
Audi,Q5,2005,1.5,Hybrid,Manual,16573,2,4,7768,7507.4
Kia,Optima,2009,4.6,Hybrid,Automatic,73847,4,5,12423,12043.3
Honda,Civic,2016,2.6,Petrol,Manual,175047,2,5,7999,7638.9
Hyundai,Sonata,2019,4.0,Diesel,Semi-Automatic,22226,5,3,13355,14225.1
Hyundai,Sonata,2015,3.8,Petrol,Automatic,246108,2,2,8977,8347.7
Hyundai,Elantra,2008,4.0,Electric,Manual,63717,2,2,11225,11424.9
Toyota,Corolla,2017,2.6,Hybrid,Manual,50056,5,3,11798,11401.2
Honda,Civic,2002,2.2,Diesel,Automatic,224180,5,2,3916,3958.2
Chevrolet,Malibu,2014,1.7,Diesel,Semi-Automatic,224055,2,3,5518,5837.1
Ford,Explorer,2014,1.2,Diesel,Automatic,85335,5,1,9293,9289.3
Ford,Fiesta,2004,1.7,Electric,Automatic,183828,5,1,6823,6370.2
BMW,5 Series,2017,3.4,Hybrid,Automatic,58491,2,3,13930,13701.3
Ford,Focus,2022,2.8,Electric,Manual,193179,4,5,11636,11041.4
Honda,Civic,2023,2.7,Hybrid,Manual,214496,3,2,10410,9924.6
Toyota,RAV4,2020,2.4,Petrol,Automatic,227454,3,4,9450,9220.4
Honda,Accord,2001,2.2,Electric,Semi-Automatic,280901,3,2,2981,3757.5
Toyota,RAV4,2003,1.8,Petrol,Automatic,295758,4,4,2384,1795.3
Kia,Rio,2021,4.4,Electric,Semi-Automatic,234683,5,3,12106,12589.5
Honda,CR-V,2002,2.3,Diesel,Manual,13568,5,3,6728,6690.6
Honda,Civic,2013,1.9,Diesel,Semi-Automatic,210826,3,4,5683,5790.9
Chevrolet,Impala,2009,4.1,Petrol,Semi-Automatic,159746,4,5,7705,8562.8
Volkswagen,Golf,2006,1.1,Diesel,Semi-Automatic,82166,2,3,5356,6202.9
Kia,Rio,2014,1.1,Petrol,Automatic,170507,2,3,7489,7605.0
Mercedes,GLA,2017,4.2,Diesel,Semi-Automatic,112955,5,1,11140,11907.4
Ford,Explorer,2023,4.6,Electric,Semi-Automatic,58921,2,3,16421,16701.0
Chevrolet,Malibu,2003,4.4,Diesel,Manual,244924,4,4,4501,4317.1
BMW,3 Series,2013,4.2,Electric,Semi-Automatic,287126,2,5,8457,9197.4
BMW,3 Series,2003,4.2,Hybrid,Semi-Automatic,83206,3,1,8535,9263.8
Volkswagen,Passat,2006,3.8,Hybrid,Semi-Automatic,280369,4,1,5092,5252.1
Honda,CR-V,2020,2.7,Petrol,Semi-Automatic,27082,2,5,12258,12561.0
Honda,Civic,2007,2.1,Hybrid,Automatic,272168,2,5,5356,5491.2
Mercedes,E-Class,2022,2.4,Petrol,Manual,273128,4,4,7637,7495.1
Ford,Fiesta,2010,3.5,Electric,Automatic,277713,3,2,8545,8256.6
Volkswagen,Tiguan,2019,3.7,Petrol,Manual,94672,3,3,11606,11100.7
Hyundai,Tucson,2001,1.2,Diesel,Manual,281172,3,4,2000,50.6
Honda,Accord,2023,4.9,Petrol,Automatic,179716,2,5,13805,13066.7
Audi,A3,2009,1.8,Hybrid,Manual,97455,3,1,7650,7066.2
BMW,5 Series,2009,3.1,Petrol,Manual,171748,5,2,6465,6563.8
Kia,Optima,2005,4.2,Hybrid,Manual,230974,3,1,6180,6224.0
Kia,Sportage,2008,3.5,Hybrid,Manual,277020,4,1,5459,5191.2
Audi,A3,2012,1.6,Hybrid,Manual,72078,2,2,8858,8471.9
BMW,X5,2014,3.8,Petrol,Semi-Automatic,10246,5,4,11895,12038.4
Chevrolet,Malibu,2004,2.3,Diesel,Semi-Automatic,135181,5,2,4896,5590.2
Honda,CR-V,2001,1.4,Hybrid,Semi-Automatic,237884,4,3,2042,2677.0
Toyota,RAV4,2009,3.8,Hybrid,Semi-Automatic,60690,3,3,10386,10473.4
Honda,Civic,2006,1.3,Electric,Semi-Automatic,222317,3,5,4753,5464.9
Hyundai,Sonata,2008,1.2,Electric,Automatic,179164,3,4,7616,7619.9
Chevrolet,Impala,2009,2.4,Electric,Automatic,275673,4,4,7186,7032.5
BMW,5 Series,2002,3.4,Diesel,Semi-Automatic,217682,2,2,3746,4310.7
Volkswagen,Tiguan,2009,4.7,Petrol,Manual,211596,5,3,7268,6753.4
Hyundai,Tucson,2010,1.8,Diesel,Manual,210517,4,5,4689,4145.3
Honda,CR-V,2021,3.7,Hybrid,Semi-Automatic,231634,3,5,10467,10740.1
Kia,Sportage,2019,1.5,Diesel,Manual,234529,2,2,6609,6387.2
Ford,Explorer,2017,3.2,Hybrid,Semi-Automatic,64381,2,2,12112,12811.0
BMW,3 Series,2012,4.0,Electric,Semi-Automatic,11943,5,2,13461,14376.3
Honda,Accord,2006,1.9,Diesel,Automatic,13116,3,5,9037,8363.5
Volkswagen,Golf,2002,4.7,Hybrid,Automatic,237667,2,2,7146,6579.3
Kia,Sportage,2012,1.5,Hybrid,Automatic,248095,3,3,6738,6502.8
Mercedes,E-Class,2007,4.5,Hybrid,Manual,220144,3,4,7297,7014.2
Audi,A4,2012,1.5,Diesel,Manual,168254,5,5,5834,5596.9
Ford,Focus,2017,2.0,Hybrid,Manual,97401,4,1,10251,10449.1
Chevrolet,Equinox,2008,3.5,Petrol,Manual,184428,2,1,6311,6049.0
Ford,Focus,2003,2.2,Electric,Automatic,71321,3,1,9273,9293.2
Volkswagen,Passat,2002,4.3,Hybrid,Manual,1576,5,3,9968,9843.5
Ford,Explorer,2021,2.4,Petrol,Manual,254658,5,4,7706,7491.3
Kia,Rio,2009,2.4,Diesel,Manual,13969,4,2,8920,8706.3
Ford,Explorer,2004,1.8,Diesel,Manual,275625,4,5,2000,1013.4
Volkswagen,Tiguan,2008,3.9,Diesel,Manual,98703,5,1,8425,7723.5
Toyota,Corolla,2016,2.3,Hybrid,Semi-Automatic,284065,2,5,6518,7193.6
Volkswagen,Passat,2005,3.0,Hybrid,Semi-Automatic,131461,3,5,6970,7924.8
Mercedes,E-Class,2023,1.9,Petrol,Manual,142491,3,1,10050,9423.7
Chevrolet,Equinox,2008,1.7,Electric,Automatic,19407,3,2,11311,10864.5
Ford,Focus,2019,4.5,Hybrid,Semi-Automatic,21304,3,4,14873,15273.2
Honda,Civic,2020,4.1,Diesel,Automatic,179602,3,1,12107,12192.1
Kia,Sportage,2003,4.1,Electric,Automatic,4842,2,1,12503,12614.8
Chevrolet,Malibu,2010,3.1,Petrol,Semi-Automatic,206820,2,3,6063,6947.4
Volkswagen,Golf,2000,3.4,Electric,Semi-Automatic,268243,2,4,4135,4653.3
Toyota,Corolla,2014,3.8,Hybrid,Semi-Automatic,99337,3,4,11113,11255.7
Ford,Focus,2004,1.5,Electric,Automatic,228161,5,5,5736,5477.3
Chevrolet,Equinox,2017,2.1,Hybrid,Automatic,48595,5,5,12828,12934.8
Volkswagen,Tiguan,2002,4.3,Petrol,Automatic,92949,3,2,8641,8529.8
Hyundai,Elantra,2017,1.9,Diesel,Automatic,102677,4,2,10546,9892.8
Hyundai,Tucson,2017,2.8,Petrol,Manual,128059,2,4,9438,8871.2
Chevrolet,Impala,2021,2.8,Petrol,Manual,120822,5,1,10783,10216.3
Toyota,Corolla,2010,2.7,Electric,Automatic,118227,4,2,10935,10458.1
Chevrolet,Equinox,2009,4.0,Petrol,Automatic,35778,5,4,11584,11775.7
Mercedes,C-Class,2022,3.1,Electric,Semi-Automatic,263472,4,3,10530,11384.0
Toyota,Camry,2005,1.7,Diesel,Semi-Automatic,289249,2,2,2000,1808.3
Volkswagen,Tiguan,2018,3.1,Electric,Automatic,228898,5,1,11522,11606.6
Honda,Civic,2001,3.4,Hybrid,Semi-Automatic,213010,5,3,4539,5099.7
Volkswagen,Golf,2008,3.3,Electric,Automatic,265865,3,4,7982,7835.7
Chevrolet,Equinox,2023,1.5,Hybrid,Semi-Automatic,106184,4,3,11376,11856.4
Honda,Civic,2005,4.8,Hybrid,Semi-Automatic,218684,5,1,7026,7161.9
Mercedes,GLA,2017,2.3,Hybrid,Automatic,189243,3,5,10215,10167.2
Toyota,Camry,2006,4.7,Petrol,Automatic,15561,2,2,11788,11253.6
Hyundai,Sonata,2017,3.0,Diesel,Semi-Automatic,282260,5,2,6554,7463.3
Honda,Accord,2021,4.8,Diesel,Semi-Automatic,162038,2,3,11959,12071.1
Kia,Rio,2003,3.6,Petrol,Semi-Automatic,115892,5,5,6282,6607.0
Audi,Q5,2017,2.5,Hybrid,Automatic,141628,5,1,11367,11065.3
Volkswagen,Tiguan,2019,4.0,Hybrid,Semi-Automatic,273967,4,1,9320,10232.9
Toyota,RAV4,2023,2.8,Diesel,Automatic,54576,3,2,14208,13561.4
BMW,5 Series,2022,1.5,Electric,Semi-Automatic,109408,4,3,12011,12475.9
Honda,Accord,2002,3.1,Petrol,Automatic,272668,4,5,3846,3951.3
Ford,Explorer,2000,1.8,Petrol,Automatic,69308,5,3,6013,5427.7
Ford,Explorer,2022,2.2,Petrol,Manual,79502,4,3,11309,11286.4
Toyota,Camry,2017,4.8,Diesel,Manual,77522,2,4,12449,11806.1
Ford,Explorer,2015,2.4,Hybrid,Semi-Automatic,31711,3,5,11365,11881.1
Chevrolet,Equinox,2006,3.6,Petrol,Automatic,107093,5,1,8858,8478.6
Kia,Sportage,2005,2.7,Diesel,Automatic,205507,2,3,5689,5256.6
Hyundai,Tucson,2018,1.4,Hybrid,Automatic,92010,2,5,11559,11387.7
Ford,Fiesta,2007,1.9,Petrol,Semi-Automatic,4478,4,4,8010,8105.8
Mercedes,GLA,2015,2.8,Hybrid,Manual,286325,4,1,6673,6135.9
Ford,Fiesta,2005,1.1,Petrol,Automatic,210763,5,5,3984,4138.8
Honda,Civic,2001,1.2,Diesel,Semi-Automatic,265854,5,3,2000,1101.0
Honda,Accord,2017,1.1,Diesel,Semi-Automatic,240120,5,5,5497,6369.8
Chevrolet,Impala,2017,1.8,Hybrid,Manual,54765,4,2,10904,10344.8
Chevrolet,Malibu,2008,4.0,Electric,Manual,90251,2,5,10694,10897.3
Ford,Fiesta,2017,3.6,Electric,Semi-Automatic,248268,2,5,9834,10190.5
Honda,Civic,2004,2.8,Hybrid,Manual,168251,5,4,5734,5161.4
Honda,Accord,2018,1.1,Electric,Semi-Automatic,174665,2,4,9106,9979.6
Kia,Optima,2016,1.4,Diesel,Automatic,216284,3,2,7474,7374.9
Chevrolet,Equinox,2013,1.1,Diesel,Semi-Automatic,144900,3,2,6202,7113.4
Honda,CR-V,2003,1.3,Electric,Manual,89728,5,1,6505,6487.3
Audi,A4,2013,2.7,Hybrid,Semi-Automatic,10769,2,5,11484,11759.6
Volkswagen,Passat,2003,3.4,Petrol,Manual,206616,3,3,4267,4098.3
Kia,Rio,2009,1.7,Hybrid,Semi-Automatic,255091,4,4,4398,4652.4
Honda,Civic,2007,3.5,Hybrid,Semi-Automatic,238600,2,3,5928,6392.8
Hyundai,Tucson,2008,1.0,Petrol,Automatic,120850,5,1,6583,6832.0
Ford,Focus,2001,2.6,Electric,Manual,212873,5,2,4742,4370.4
Ford,Focus,2001,1.4,Electric,Semi-Automatic,196294,2,2,3874,4479.6
Honda,Civic,2011,4.5,Petrol,Automatic,297338,4,3,7453,7154.2
Kia,Optima,2004,1.1,Electric,Manual,42308,3,5,7553,7756.8
Honda,CR-V,2007,1.6,Electric,Semi-Automatic,186107,3,1,6077,6515.4
Chevrolet,Malibu,2011,2.2,Diesel,Semi-Automatic,133652,2,3,6926,7722.6
Ford,Fiesta,2019,3.6,Electric,Manual,75115,5,3,13897,13483.4
Honda,Civic,2011,2.6,Diesel,Manual,122235,2,2,7555,7195.3
Chevrolet,Malibu,2016,3.8,Hybrid,Semi-Automatic,289487,4,3,7910,8068.3
Toyota,Camry,2005,3.5,Hybrid,Manual,31448,3,3,9471,9142.5
Volkswagen,Tiguan,2013,3.1,Petrol,Manual,225596,2,4,6588,6700.2
Audi,A4,2018,2.5,Petrol,Automatic,126221,5,5,10975,10706.2
Toyota,Corolla,2011,2.4,Electric,Manual,95255,3,4,9894,9722.4
Honda,CR-V,2020,2.9,Electric,Manual,299471,4,5,9010,8367.1
Chevrolet,Equinox,2005,2.5,Diesel,Semi-Automatic,77298,4,5,6554,7045.8
Volkswagen,Passat,2018,4.8,Electric,Manual,111035,2,4,14079,13461.4
Kia,Rio,2001,4.6,Hybrid,Automatic,145289,5,4,8594,8133.5
Hyundai,Sonata,2003,4.8,Hybrid,Manual,210016,2,5,6599,5947.4
Kia,Sportage,2023,1.7,Petrol,Manual,164639,5,1,9407,8969.4
Mercedes,C-Class,2010,4.2,Electric,Manual,58152,4,1,12136,12124.2
Toyota,Camry,2012,2.4,Petrol,Automatic,188235,5,1,7835,7634.8
Kia,Rio,2020,1.2,Petrol,Manual,257957,2,5,6140,6158.3
Volkswagen,Golf,2000,2.7,Petrol,Manual,245909,4,4,2000,1372.6
Kia,Rio,2023,3.7,Hybrid,Automatic,94331,5,5,15313,14744.5
BMW,5 Series,2020,2.3,Diesel,Semi-Automatic,33738,5,1,11725,12368.3
Honda,Civic,2003,3.2,Hybrid,Automatic,257236,5,5,5555,5562.7
Audi,A3,2001,4.4,Diesel,Semi-Automatic,51568,5,4,7768,8282.4
Audi,A4,2002,1.8,Hybrid,Semi-Automatic,52853,4,2,6442,6647.8
Mercedes,E-Class,2018,4.7,Electric,Automatic,162547,3,3,14449,13954.6
Ford,Fiesta,2016,3.8,Diesel,Automatic,1669,5,4,14166,13551.2
Honda,Civic,2012,3.0,Hybrid,Manual,262444,3,5,6451,6659.9
BMW,X5,2002,1.3,Petrol,Semi-Automatic,149130,3,4,3017,3731.0
Audi,A4,2010,1.4,Hybrid,Semi-Automatic,135385,4,5,6792,7392.1
